,Name,Importances
12,(e1_Column+e2_Row)/e1_Column,0.14717496091270416
11,e2_NpValence/e2_NUnfilled,0.13776961038868452
10,e1_Column/e2_Row,0.1372514307520273
9,(e2_NpValence+e2_NUnfilled)/e2_NpValence,0.131777842338592
8,e1_NsValence/e2_NpValence,0.06410261477437483
7,(e1_Row+e2_Column)/e1_Row,0.06014879702441137
6,(e1_NsValence+e2_NpValence)/e1_NsValence,0.05760655485539805
5,(e1_MeltingT+e2_MeltingT)/e1_MeltingT,0.04811764553102322
4,(e1_CovalentRadius+e2_CovalentRadius)/e1_CovalentRadius,0.046449276982967067
3,e1_MeltingT/e2_MeltingT,0.04548900506154223
2,e1_CovalentRadius/e2_CovalentRadius,0.04512176845714246
1,(e1_Electronegativity+e2_Electronegativity)/e1_Electronegativity,0.040105735479517526
0,e1_Electronegativity/e2_Electronegativity,0.03888475744161528
