,Collection Code,Formula,Prototype
3523,103159,DyMg2,Laves(2H)#MgZn2
3524,650996,SnS2,CdI2(hP3)
3525,44795,CdI2,CdI2(hP18)
3526,608525,Mn8Al10.4Si5.6,TiSi2
3527,9194,CdI2,CdI2(hP24)
3528,150273,NbS2,"(Sm,Sr)3Nb2S7"
3529,199073,CdAs2,CdAs2
3530,236628,EuAg2,CeCu2
3531,230259,EuGe2,EuGe2#PtTe2
3532,413803,Ca2In,Co2Si
3533,102535,UMnCo,Laves(cub)#MgCu2
3534,603302,PrCuGe,SmNiSb
3535,643726,SmMn2,Laves(2H)#MgZn2
3536,186635,FeSb2,Marcasite#FeS2(oP6)
3537,420577,CaCd2,Laves(2H)#MgZn2
3538,646886,TbNi2,Laves(cub)#MgCu2
3539,611706,CeAu2,CeCu2
3540,150515,ScOs2,Laves(2H)#MgZn2
3541,648840,TePdSe,EuGe2#PtTe2
3542,120019,Y8Al0.96Co15.04,Laves(cub)#MgCu2
3543,643915,YMn2,Laves(cub)#MgCu2
3544,85888,Li1.716Mn2.284N2,Rutile#TiO2
3545,93032,ZrO2,Zirconia#ZrO2(HT)
3546,412248,Eu2Si,TiNiSi#MgSrSi
3547,104811,LuPb2,CuZr2
3548,634223,GdGa2,AlB2
3549,759781,MgF2,CaCl2
3550,260485,ErFe2,H4-xErFe2
3551,636434,GdSi2,GdSi1.4
3552,639707,HoSe2,PrOI
3553,7146,HfO2,Zirconia#ZrO2(HT)
3555,151192,TaSi2,CrSi2
3556,607825,GdAl2,Laves(cub)#MgCu2
3557,630051,DyOs2,Laves(2H)#MgZn2
3558,633558,Sm1Fe0.4Si1.6,AlB2
3559,58357,YbAgSn,CaIn2
3560,46169,Er8Al3.2Ga0.8,Co2Si
3561,258668,Zr0.96Ti3.84Mn7.2,Laves(2H)#MgZn2
3562,634551,LuGa2,CeCu2
3563,108959,FeSbO4,Rutile#TiO2
3564,55115,Rb2Te,Fluorite#CaF2
3565,646879,TbNi2,Laves(cub)#MgCu2
3566,626155,HfCr2,Laves(cub)#MgCu2
3567,9619,MnNb2O6,Columbite#Nb2FeO6
3568,197937,CeNi2,MgCu2(filled)-frame
3569,61298,PmPaO4,Fluorite#CaF2
3570,60186,PbI2,CdI2(hP36)
3571,120025,Y3.2Lu4.8Al1.92Co14.08,Laves(cub)#MgCu2
3572,621174,Ce3.2Gd0.8Os8,Laves(2H)#MgZn2
3573,54545,Pr1Al1.478Ag0.522,AlB2
3574,245611,CaGe2,CdI2(hP6)
3575,623763,Hf2Co,Ti2Ni
3576,415269,PbO2,PbO2#Fe2N.94
3577,623777,HfCo2,Laves(cub)#MgCu2
3578,104839,Mg2Ni,Mg2Ni
3579,622469,Zr4Cr2.88Fe2.88Co2.24,Laves(2H)#MgZn2
3580,10313,CrSe2,CdI2(hP3)
3581,607819,GdAl2,Laves(cub)#MgCu2
3582,42333,HgIBr,HgI2(oS12)
3583,184787,Fe3.916Sn0.084O8,Diaspore#AlO(OH)
3584,55129,Rb2Te,Ni2In#Co1.75Ge
3585,647583,UO2,Fluorite#CaF2
3586,42455,Ca2Ge,TiNiSi#MgSrSi
3587,247774,MnPd2,Co2Si
3588,250208,Zr2Se,Ta2P
3589,84566,V1.08Sb0.92O4,Rutile#TiO2
3590,633202,PuFe2,Laves(cub)#MgCu2
3591,102079,TmCd2,Cd2Ce
3592,58182,ThAl2,Laves(cub)#MgCu2
3593,197274,ZrGa2,ZrGa2
3594,644505,ZrMo2,Laves(cub)#MgCu2
3595,260644,Ca2Zn3Ga,CeCu2
3596,653079,TiTe2,CdI2(hP3)
3597,606736,Zr4Al5.6Co2.4,Laves(2H)#MgZn2
3598,23530,Sr2N,Sr2N
3599,86826,NbRhO4,Rutile#TiO2
3600,649747,Te2Pt,EuGe2#PtTe2
3601,158363,SnPd2,Co2Si
3602,157050,Tb0.8Ho7.2Co16,Laves(cub)#MgCu2
3603,1090,D2Ca,Cotunnite#PbCl2
3604,100108,TlBiF4,Co2Si
3605,291865,Pr0.8Y7.2Al16,Laves(cub)#MgCu2
3606,625689,ZrCo2,Laves(cub)#MgCu2
3607,37223,P2W,MoP2
3608,105070,MoPt2,MoPt2
3609,423240,Yb4Co0.88Si7.12,ThSi2
3610,643518,Mn2Sb,Cu2Sb
3611,67400,Cr2N,V2N
3612,634790,Nb15V7.5Ga7.5,U#Cr0.49Fe0.51
3613,645169,NbP2,OsGe2
3614,31646,USi2,AlB2
3615,608069,HfAl2,Laves(2H)#MgZn2
3616,650202,YRe2,Laves(2H)#MgZn2
3617,650564,Zr2Rh3,Ti2Ni
3618,659226,ZrO2,Baddeleyite#ZrO2(mP12)
3619,610140,Cr2As,Cu2Sb
3620,198153,UB2,AlB2
3621,197260,MnAu2,AlCr2#MoSi2
3622,633799,TaFe4W,Laves(2H)#MgZn2
3623,40901,SiO2,SiO2(C2221)
3624,260650,Ca4In3.264Hg4.736,CeCu2
3625,644511,ZrMo2,Laves(cub)#MgCu2
3626,24263,PbI2,CdI2(hP6)
3627,611276,AsRhS,Pyrite#FeS2(cP12)
3628,44597,Zr0.5Ti0.5B2,AlB2
3629,629931,DyMn2,Laves(cub)#MgCu2
3630,39554,B2Mo,CaSi2(hR6)
3631,41389,PtSe2,BaSi2#EuGe2
3632,104352,ThHg2,CaIn2
3633,603114,TmCu2,CeCu2
3634,645141,NbO2,Rutile#TiO2
3635,638182,HfV2,MgCu2(filled)-frame
3636,607372,ErAl2,Laves(cub)#MgCu2
3637,81813,ReSe2,ReSe2
3638,620915,Ce1Cu0.76Si1.24,AlB2
3640,291859,La6.4Pr1.6Al16,Laves(cub)#MgCu2
3641,607366,ErAl2,Laves(cub)#MgCu2
3642,106551,VSn2,Mg2Cu
3643,658662,Ti1.5Cr1.5Si6,CrSi2
3644,89283,SiO2,Quartz(low)#SiO2
3645,42694,CdI2,CdI2(hR36)
3646,104346,SrHg2,SmNiSb
3647,38138,KO2,KO2
3648,249598,Eu1Ga1.002Si0.998,AlB2
3649,26306,Nd8Al15.2Fe0.8,Laves(cub)#MgCu2
3650,60435,Na2O,Fluorite#CaF2
3651,104420,HoMn2,Laves(cub)#MgCu2
3652,56187,TmH2,Fluorite#CaF2
3653,24277,TiO2,Rutile#TiO2
3654,638828,Hf2Rh,Ti2Ni
3656,106237,ZrZn2,Laves(cub)#MgCu2
3657,151384,Al2Cu,Hg2Pt
3658,42119,Sr2Sb,La2Sb
3659,631159,ErSi2,AlB2
3660,611289,As2Ru,Marcasite#FeS2(oP6)
3661,622643,DyCo2,Laves(cub)#MgCu2
3662,634021,VFe,U#Cr0.49Fe0.51
3663,624232,Co5.6Si2.4Mo4,Laves(2H)#MgZn2
3664,36698,ZrO2,Baddeleyite#ZrO2(mP12)
3665,163336,V0.312Fe3.688O8,Diaspore#AlO(OH)
3666,196817,Ni4Te0.36Se7.64,Pyrite#FeS2(cP12)
3667,246898,CrO2,Rutile#TiO2
3669,102904,YFeCu,Laves(cub)#MgCu2
3672,254244,CaF2,Fluorite#CaF2
3673,34931,SiO2,Cristobalite#SiO2
3674,52478,YSi2,AlB2
3675,34925,Si8O16.032,SiO2(cF24)
3676,107868,Sr0.32Pr7.68Al16,Laves(cub)#MgCu2
3677,31685,GeS2,GeS2
3678,625886,Zr4Cr5.68Fe2.32,Mn2ZrHx-frame#MgZn2
3679,633982,Zr6.4Ti1.6Fe16,Laves(cub)#MgCu2
3680,56178,ThH2,ThH2
3681,610183,Cr3Fe3Si0.99As2.01,ZrNiAl#Fe2P
3682,159914,Ti3.72Cr0.28O8,Anatase#TiO2
3683,105931,SnRh2,Co2Si
3684,103398,EuIn2,CaIn2
3685,169627,TiO2,Rutile#TiO2
3687,6066,CdI2,CdI2(hP18)
3688,166272,Al3.1968Si92.8032O192,Zeolite-ZSM-5(Pnma)-frame#Si96O192
3689,107840,La1Al1.75Si0.25,AlB2
3691,183598,ZrTiO4,PbO2#Fe2N.94
3692,628352,Mg2Zn3Cu,Laves(4H)#MgNi2
3693,252609,Al1.92Si190.08O384,Faujasite-frame#K92Al92Si100O384
3694,198806,Ti2Co,Ti2Ni
3695,51159,RuO2,Rutile#TiO2
3696,94577,Fe3NiP2,TiNiSi#MgSrSi
3697,66939,RuO2,PdF2(cP12)
3698,609388,SmAl2,Laves(cub)#MgCu2
3699,182692,Mg2Si,Laves(cub)#MgCu2
3700,53982,CdF2,Fluorite#CaF2
3701,291656,Tb8Al9.6Fe6.4,Laves(cub)#MgCu2
3702,628420,Zr3.16Mn6.28Cu2.56,Laves(2H)#MgZn2
3703,416562,Ba2Sn,TiNiSi#MgSrSi
3704,408984,La4Si4.856Pd3.144,ThSi2
3705,169633,TiO2,Rutile#TiO2
3706,52322,TiSb2,CuAl2
3707,86615,Y0.08Zr1.68Ti0.24O3.984,Zirconia#ZrO2(HT)
3708,201245,VF2,Rutile#TiO2
3709,186392,Mg0.9Al0.1B2,AlB2
3710,167123,YbZnGa,CeCu2
3711,630552,ErMnGa,TiFeSi
3712,150957,Mg2Sn,Fluorite#CaF2
3713,198691,Ti2Cu,CuZr2
3714,58132,Al2Pt,Fluorite#CaF2
3716,165052,Ce1.3Zr0.7O4,Zirconia#ZrO2(HT)
3717,606786,HfAlCr,Laves(2H)#MgZn2
3719,626456,TaCrNi,Laves(2H)#MgZn2
3720,53067,CoS2,Pyrite#FeS2(cP12)
3721,43274,EuGe2,EuGe2#PtTe2
3722,108296,HoCo2,Laves(cub)#MgCu2
3723,15026,P2Pt,Pyrite#FeS2(cP12)
3724,237960,Ce3.5Y0.5O8,Fluorite#CaF2
3725,165046,Ce1.2Zr0.8O4,Zirconia#ZrO2(HT)
3726,622624,DyCo2,Laves(cub)#MgCu2
3728,165720,CeO2,Fluorite#CaF2
3730,163351,TiAlPt,Ni2In#Co1.75Ge
3731,57573,Ce8Al9.6Fe6.4,Laves(cub)#MgCu2
3732,25683,Lu4Sn6.052Ge1.948,ZrSi2
3733,193908,TbPr3Al8,Laves(cub)#MgCu2
3734,425871,Sr4Zn3.5184Ag4.4816,CeCu2
3735,186493,CeO2,Fluorite#CaF2
3736,76595,Nd4SiNi7,Laves(cub)#MgCu2
3737,198875,Y2Al,Co2Si
3738,66786,ZrO2,Zirconia#ZrO2(HT)
3739,77853,UP2,UP2#UAs2
3740,189978,PbO2,MnO2
3741,253564,Th3.996O7.992,Fluorite#CaF2
3742,182193,CePrO4,Fluorite#CaF2
3743,631116,ErSe2,PrOI
3745,94276,MgF2,Rutile#TiO2
3747,633701,SmFe2,Laves(cub)#MgCu2
3748,104484,LaIr2,Laves(cub)#MgCu2
3749,40755,TeO2,SnF2
3750,174177,MgCu2,Laves(cub)#MgCu2
3751,624269,NbCo2,Laves(cub)#MgCu2
3752,180948,Ce8Si1.44Rh14.56,Laves(cub)#MgCu2
3753,169640,TiO2,Rutile#TiO2
3754,182187,Ce3.6Pr0.4O8,Fluorite#CaF2
3755,638640,Hf3.8Si0.2Mo8,Laves(2H)#MgZn2
3756,629995,DyNi2,Laves(cub)#MgCu2
3757,121638,TiO2,Anatase#TiO2
3758,80571,NbS2,NbS2(SmS)1.19_misfit(NbS2_part)
3759,53729,Nd1Ni0.5Ge1.5,AlB2
3762,103499,HoFe2,Laves(cub)#MgCu2
3763,59562,Tm2In,Ni2In#Co1.75Ge
3764,241174,HgI2,HgI2
3765,155807,MgH2,Rutile#TiO2
3766,29085,UO2,Fluorite#CaF2
3767,642661,MgMnTe4,Pyrite#FeS2(cP12)
3768,58697,Be2Cr,Laves(2H)#MgZn2
3769,66779,ZrSb2,TiAs2
3770,35447,CdI2,CdI2(hP27)
3771,649052,TiPd2,AlCr2#MoSi2
3772,108241,Ce1Co0.5Ge1.5,AlB2
3773,633926,TiFe2,Laves(2H)#MgZn2
3774,634091,YFe2,Laves(cub)#MgCu2
3775,624282,NbCo2,Laves(cub)#MgCu2
3776,37522,In0.98Pd0.84Au1.18,CaHg2
3777,152629,ZrMn2,Mn2ZrHx-frame#MgZn2
3778,634085,YFe2,Laves(cub)#MgCu2
3779,195404,Er8Al2.88Fe13.12,Laves(cub)#MgCu2
3780,609462,TbAl2,Laves(cub)#MgCu2
3781,609304,ScAl2,Laves(cub)#MgCu2
3782,616224,Be2Cr,Laves(2H)#MgZn2
3783,619117,YC2,CaC2-I(I4/mmm)
3784,646413,NiSb2,Marcasite#FeS2(oP6)
3785,630585,Gd2.4Er5.6Mn16,Laves(cub)#MgCu2
3786,183500,CdF2,Fluorite#CaF2
3787,197575,Fe3.72Ge2.28,Ni2In#Co1.75Ge
3788,68740,MnF2,Rutile#TiO2
3789,58683,BaZn2,CeCu2
3790,644204,ReSi4Mo,AlCr2#MoSi2
3791,103466,Sc8Ga2.4Fe13.6,Laves(cub)#MgCu2
3792,77648,PbO2,Fluorite#CaF2
3793,189763,CeGa2,AlB2
3794,230982,Ta3.42Ti0.58P8,OsGe2
3795,155608,Ce4O8.016,Cu2Se
3796,643225,MnPPd,ZrNiAl#Fe2P
3797,104447,HoRh2,Laves(cub)#MgCu2
3798,608754,Nd2Al,Co2Si
3799,99791,FeSbO4,Ta2FeO6
3800,608740,Zr3.4Nb16.6Al10,U#Cr0.49Fe0.51
3801,647057,YNi2,Laves(cub)#MgCu2
3802,24204,NiAs2,NiAs2
3803,72042,TiS2,Ti2C
3804,199202,SiNiW,Laves(2H)#MgZn2
3805,29046,CeO2,Fluorite#CaF2
3806,184253,Co3.76Ge2.24,Ni2In#Co1.75Ge
3807,642,SrS2,SrS2
3808,156842,Ce0.24Ti3.76O8,Anatase#TiO2
3809,167447,ZrCr2,Laves(cub)#MgCu2
3810,74802,Ta1.5Mo1.5S6,MoS2(3R)
3811,606584,Hf6Al2.01Co0.99,ZrNiAl#Mg2In
3812,607842,GdAl2,Laves(cub)#MgCu2
3813,639774,HoUTe4,UTe2
3814,632621,Fe2Mo,Laves(2H)#MgZn2
3815,48123,Re2P,Re2P
3816,198493,Zr1Se1.95,CdI2(hP3)
3817,639012,HfW2,Laves(cub)#MgCu2
3818,243549,MoO2,WO2
3819,626132,ZrCr2,MgCu2(filled)-frame
3820,621885,CePt2,Laves(cub)#MgCu2
3821,97227,Mg0.6Al0.4B2,AlB2
3822,626126,TiCr2,Mn2ZrHx-frame#MgZn2
3823,53517,Fe1.2Si8Ni2.8,Fluorite#CaF2
3824,262593,CeMgCo12,Be5Au#SnMgCu4
3825,54278,TbMn2,Laves(cub)#MgCu2
3826,57771,Er1Al0.15Ga1.85,SmNiSb
3827,605927,Th2Ag,CuAl2
3828,37085,Mo2C,Fe2N-zeta
3829,380502,Dy3.352Mg8.648,Laves(2H)#MgZn2
3830,93733,AlO2,FeOOH
3831,181698,Y8V0.8Co15.2,Laves(cub)#MgCu2
3833,645495,NbSn2,Mg2Cu
3834,44725,UB2,AlB2
3835,639748,HoSi2,AlB2
3837,44043,As2Pd,Pyrite#FeS2(cP12)
3838,652857,ZrSn2,TiSi2
3839,92363,TiO2,Anatase#TiO2
3840,197944,HfB2,AlB2
3841,246419,CrCl2,CaCl2
3842,49573,CdI2,CdI2(hP33)
3843,57995,YMnAl,Laves(cub)#MgCu2
3844,257514,SiO2,Rutile#TiO2
3845,419346,CeS2,CeSe2
3846,638324,ZrTiMn4,Mn2ZrHx-frame#MgZn2
3847,108916,CdI2,CdI2(hP15)
3848,41649,BaF2,Fluorite#CaF2
3849,625375,TbCo2,Laves(cub)#MgCu2
3850,236840,LaC2,CaC2-I(I4/mmm)
3851,198336,HfCr2,Laves(2H)#MgZn2
3852,61572,Th0.92Zr0.8U2.28O8,Fluorite#CaF2
3853,191474,Ta4Cr5.8Si2.2,Laves(2H)#MgZn2
3854,20248,DySi2,AlB2
3855,609674,YbAl2,Laves(cub)#MgCu2
3856,637942,SrGe2,BaSi2(oP24)
3857,606547,Dy8Al12.8Co3.2,Laves(cub)#MgCu2
3858,650701,TbRu2,Laves(2H)#MgZn2
3859,156881,D2Ca,Cotunnite#PbCl2
3860,632184,Zr2.8Ti1.2Mn4Fe4,Mn2ZrHx-frame#MgZn2
3861,122866,Mg2Si,Fluorite#CaF2
3862,103670,Zr3TiFe8,Laves(cub)#MgCu2
3863,69890,Ce3LuC8,CaC2-IV(Fm-3m)#KCN
3864,230564,CaGe2,ZrCl(filled)#SmSI
3865,85838,YbGeAu,CeCu2
3866,201961,Zr4.76Ti7.24O24,Columbite#Nb2FeO6
3867,67665,ClO2,ClO2
3868,154728,NdCo2,Laves(cub)#MgCu2
3869,122872,Mg2Sn,Fluorite#CaF2
3870,37046,SrIBr,Cotunnite#PbCl2
3871,241389,Tb2.4Dy2.8Ho2.8Co16,Laves(cub)#MgCu2
3872,58481,HoAu2,AlCr2#MoSi2
3873,198444,Pt1Se1.3S0.7,BaSi2#EuGe2
3874,630787,Sm0.8Er3.2Mn8,Laves(2H)#MgZn2
3875,262550,EuAl2,H8Al2Eu
3876,617338,Ce1.04Dy0.96C4,CaC2-I(I4/mmm)
3877,32880,BaHF,Cotunnite#PbCl2
3878,65700,W2C,W2C1-x
3879,609660,YAl2,Laves(cub)#MgCu2
3881,652102,USe2,Cotunnite#PbCl2
3882,403487,ZrO2,Baddeleyite#ZrO2(mP12)
3883,61566,Zr0.4U3.6O8,Fluorite#CaF2
3884,647241,OsO2,Rutile#TiO2
3885,651423,YbS2,PrOI
3886,421168,Sr0.38Eu0.62Ge2,EuGe2#PtTe2
3887,197039,HfCr2,Laves(4H)#MgNi2
3888,26605,NiF2,Rutile#TiO2
3889,189207,Er0.96Zr7.04Ni16,Laves(cub)#MgCu2
3890,104123,Gd2Pt,TiNiSi#MgSrSi
3891,57942,La4.8Pr3.2Al16,Laves(cub)#MgCu2
3892,643741,Mn2Sn,Ni2In#Co1.75Ge
3893,615507,TaB2,AlB2
3894,643999,Nb1.5Si6Mo1.5,CrSi2
3895,106734,NdGa2,AlB2
3897,193539,CaSi2,CaSi2(hR3)
3899,100345,SiO2,Quartz(low)#SiO2
3900,647527,ThO2,Fluorite#CaF2
3901,420510,Yb8Al8.032Zn7.968,Laves(4H)#MgNi2
3902,624916,CoSbTe,Marcasite#FeS2(oP6)
3903,27269,CdI2,CdI2(hP27)
3904,105229,NbSn2,Mg2Cu
3905,251818,ThPt2,La2Sb
3906,643033,NdMn2,Laves(2H)#MgZn2
3907,650729,ThRu2,Laves(cub)#MgCu2
3908,74631,Fe1.2Cu2.8S8,Pyrite#FeS2(cP12)
3909,626867,TaCr2,Laves(cub)#MgCu2
3910,109375,Fe4As2.24S5.76,Pyrite#FeS2(cP12)
3911,629413,TmCu2,CeCu2
3912,156936,ErMn2,Mn2ZrHx-frame#MgZn2
3913,43102,Sb2Pd,Pyrite#FeS2(cP12)
3915,58244,AmO2,Fluorite#CaF2
3916,174229,P2Ir,FeAsS#CoSb2
3917,60903,HfO2,Baddeleyite#ZrO2(mP12)
3918,27490,CrCl2,CaCl2
3919,16895,Co2C,Fe2C
3920,164984,Ti1.4Co0.2Sb0.4O4,Rutile#TiO2
3921,51260,Dy2Te,Sc2Te
3922,259465,SnO2,Rutile#TiO2
3923,43664,MnB2,AlB2
3924,638278,LuH2,Fluorite#CaF2
3925,202307,Th3.6U0.4C8,CaC2-II(C12/c1)#ThC2
3926,606396,CeAl2,Laves(cub)#MgCu2
3927,636255,GdRh2,Laves(cub)#MgCu2
3928,616185,Be2C,Fluorite#CaF2
3929,621729,CeOs2,Laves(cub)#MgCu2
3930,43670,Nb2C,CdI2(hP3)
3931,606382,Sr0.96Ce8Al15.04,Laves(cub)#MgCu2
3932,91736,SiO2,SiO2(mP24)
3933,417223,Sr2In2.768Ga1.232,CaIn2
3934,615498,TaB2,AlB2
3935,59628,GeO2,Quartz(low)#SiO2
3936,164990,Y0.8Bi3.2O4F4,Fluorite#CaF2
3937,18112,SiO2,Coesite#SiO2
3938,259471,Al2Pt,Fluorite#CaF2
3939,614786,Mn0.64B4W7.36,CuAl2
3941,199835,AsRhS,Pyrite#FeS2(cP12)
3943,246237,SrGa2,SrGa2
3944,612491,YbAu2,AlCr2#MoSi2
3945,611198,SbAsPd,Pyrite#FeS2(cP12)
3946,91050,SrC2,CaC2-I(I4/mmm)
3947,53305,Mg8Cu13.12Si2.88,Laves(cub)#MgCu2
3948,291209,SiS2,SiS2(Ibam)
3949,58278,HoAg2,AlCr2#MoSi2
3950,163769,Dy8Ga0.8Co15.2,Laves(cub)#MgCu2
3951,41729,NiAs2,NiAs2
3952,42220,CdI2,CdI2(hP27)
3953,627402,GdGaCu,CeCu2
3954,281754,In5Ge3S16,Ga4Se8C13H26N2
3955,44137,Zr1Be0.98B1.02,AlB2
3956,609099,PrAl2,Laves(cub)#MgCu2
3957,647490,TaO2,NbO2
3958,644199,ReMo,U#Cr0.49Fe0.51
3959,247667,D2Er,Fluorite#CaF2
3960,259459,SnO2,Rutile#TiO2
3961,622208,CeThSi4,ThSi2
3962,197824,La0.88Al2.12,AlB2
3963,625567,YCo2,Laves(cub)#MgCu2
3964,247673,D2Er,Fluorite#CaF2
3965,652937,TaZn2,Laves(2H)#MgZn2
3966,103937,PuGa2,AlB2
3968,72491,Mg2Ru,Mg2RuHx-frame
3969,621067,Ce8Fe14.4Si1.6,Laves(cub)#MgCu2
3970,75498,Al0.2Si3.8O8,Cristobalite#SiO2
3971,42234,CdI2,CdI2(hP36)
3972,96703,MgB2,AlB2
3973,201140,NO2,N2O4
3974,623843,HoCo2,Laves(cub)#MgCu2
3975,28760,CeUO4,Fluorite#CaF2
3976,109229,Mn2Cu3Ge,Laves(2H)#MgZn2
3977,641778,LaRu2,Laves(cub)#MgCu2
3978,650675,SmRu2,Laves(cub)#MgCu2
3979,370020,Sr4Cd5.28Ga2.72,CeCu2
3980,44876,PrH2,Fluorite#CaF2
3981,636296,GdRu2,Laves(2H)#MgZn2
3982,650113,ReSi2,AlCr2#MoSi2
3985,425520,Gd4Ga4.896Si3.104,ThSi2
3986,635947,GdMn2,Laves(cub)#MgCu2
3987,103704,YbFe2,Laves(cub)#MgCu2
3988,197603,FeNiGe,Ni2In#Co1.75Ge
3989,68436,Ag2F,Ag2F
3990,604556,Ta9.6Cr14.4,Laves(4H)#MgNi2
3991,635953,GdMn2,Laves(cub)#MgCu2
3992,614745,Mn2B,CuAl2
3993,85958,TbMnGe,TiNiSi#MgSrSi
3994,612334,Sm2Au,Co2Si
3995,625598,YCo2,Laves(cub)#MgCu2
3996,609072,PrAl2,Laves(cub)#MgCu2
3997,75301,SiO2,Cristobalite#SiO2
3998,650107,ReSi2,AlCr2#MoSi2
3999,97384,Nd4Ge4.288Pd3.712,CeCu2
4000,101107,Ti5.36Mn6.64,Laves(2H)#MgZn2
4001,630195,DyS2,PrOI
4002,621098,CeGa2,AlB2
4003,71601,Ta2.096Nb1.904S2,Ta2Se
4004,102368,ErFeCo,Laves(cub)#MgCu2
4005,198256,GdRu2,Laves(cub)#MgCu2
4006,607711,UAlFe,Laves(2H)#MgZn2
4007,419583,Pr2In2.96Cu1.04,CaIn2
4008,20300,Ca1Si1.5Ni0.5,AlB2
4009,605106,ErGaAg,CeCu2
4010,105349,SmNi2,Laves(cub)#MgCu2
4011,653426,ZrV2,Laves(cub)#MgCu2
4012,424602,YbH2,Cotunnite#PbCl2
4013,57836,Y2AlFe3,Laves(cub)#MgCu2
4014,638287,MgH2,PbO2#Fe2N.94
4015,43857,SnSe2,CdI2(hP3)
4016,638293,Mg2Ni,Mg2NiHx
4017,36210,BaI2,ZrNiAl#Fe2P
4018,190150,SmGePd,CeCu2
4019,76634,Si2Ni,Fluorite#CaF2
4020,199612,VSi2,CrSi2
4021,645536,NbTe2,NbTe2
4022,106132,Tb2Tl,Ni2In#Co1.75Ge
4023,607705,U4Al2.8Fe5.2,Laves(2H)#MgZn2
4024,426767,SmSn2,UGe2
4025,109201,Al3Cr0.9Si3Mo2.1,CrSi2
4026,618625,PaC2,CaC2-I(I4/mmm)
4027,290467,CeO2,Fluorite#CaF2
4028,252732,CaC2,CaC2-I(I4/mmm)
4029,647876,ZrOs2,Laves(2H)#MgZn2
4031,102803,PdPb2,CuAl2
4032,622744,ErCo2,Laves(cub)#MgCu2
4033,198083,VO2,Rutile#TiO2
4034,83642,Te2Pd,EuGe2#PtTe2
4035,639402,HoMn2,Laves(cub)#MgCu2
4036,281218,SiO2,Ferrierite(oP)-frame#Si36O72
4037,35282,CuP2,CuP2
4038,651966,Ta0.5Ti0.5Se2,CdI2(hP3)
4040,629605,Dy8Fe13.6Re2.4,Laves(cub)#MgCu2
4041,55576,ScZn2,Laves(2H)#MgZn2
4042,632543,Mn0.3Fe5.7P3,ZrNiAl#Fe2P
4043,624321,Nb4Co6.64Si1.36,Laves(2H)#MgZn2
4044,249306,Ce0.9886Hf0.007Zr1.0044O4,Zirconia#ZrO2(HT)
4045,47172,Ca4H4.96F3.04,Fluorite#CaF2
4046,102817,TiNbCr4,Laves(cub)#MgCu2
4047,17023,PrC2,CaC2-I(I4/mmm)
4048,632225,Zr2V3Fe,MgCu2(filled)-frame
4049,252726,CaC2,CaC2-I(I4/mmm)
4050,630432,ErFe2,Laves(cub)#MgCu2
4051,647862,OsW2,U#Cr0.49Fe0.51
4052,155967,Sn1.4Sb0.6O4,Rutile#TiO2
4053,251207,YbBr2,PbO2#Fe2N.94
4054,604967,CeAgSn,CaIn2
4055,258545,Mg2Sn,Fluorite#CaF2
4056,198901,YbFeCu,Laves(cub)#MgCu2
4057,647692,ZrO2,Zirconia#ZrO2(HT)
4058,73599,Si2W,AlCr2#MoSi2
4059,637375,Pr1Ni0.6Ge1.4,AlB2
4061,44453,Nb0.28B2Mo0.72,AlB2
4062,90164,D2Zr,ThH2
4063,631062,ErS2,PrOI
4064,56057,HoH2,Fluorite#CaF2
4065,180828,Ce3.6Zr0.4O8,Fluorite#CaF2
4066,76387,Nb2N,hcp(filled)#Nb2N
4067,625017,Co2Si,Co2Si
4068,57349,Dy1Si1.334Ag0.666,AlB2
4069,102181,CeHg2,CaHg2
4070,82574,NbSe2,HxNbSe2(hP6)
4071,162661,Si8O16.0032,SiO2(cF24)
4072,197398,TiFe2,Laves(2H)#MgZn2
4073,637407,TbNiGe,CeCu2
4074,281224,SiO2,Ferrierite(oP)-frame#Si36O72
4075,44447,Mn0.64B2Mo0.36,AlB2
4076,192586,Ho1Si1.5Pd0.5,AlB2
4077,99154,Nd4Ga3.68Si4.32,ThSi2
4078,649873,Yb2Pt,TiNiSi#MgSrSi
4079,42988,Zr2Se,Ta2P
4081,155973,SnSbO4,Rutile#TiO2
4082,251213,YbBr2,CaCl2
4083,198915,LaHoC4,CaC2-IV(Fm-3m)#KCN
4084,155740,Pr3.2Dy4.8Fe5.6Co8.8B1.6,Laves(cub)#MgCu2
4085,103506,HoFeNi,Laves(cub)#MgCu2
4086,165683,Ce3.892Mn0.108O8,Fluorite#CaF2
4087,102618,PrYCo4,Laves(cub)#MgCu2
4088,634683,Tm12Mn9.6Ga14.4,TiFeSi
4089,625956,Cr0.42Fe1.58Sb4,Marcasite#FeS2(oP6)
4090,77700,UO2,Fluorite#CaF2
4091,180169,HoMn2,MgCu2(filled)-frame
4092,84688,Nb0.87Ir0.13S2,CdI2(hP3)
4094,150638,SmC2,CaC2-I(I4/mmm)
4095,262632,Ag2S,Ag2S(LT)
4096,650477,Ti4.2Rh1.8,CuZr2
4097,659335,HoCu2,CeCu2
4098,106318,Be2Fe,Laves(2H)#MgZn2
4099,603749,Zr4Cr2.88Fe2.88Co2.24,Laves(2H)#MgZn2
4100,622787,ErFeCo,Laves(cub)#MgCu2
4101,181511,YMnFe,MgCu2(filled)-frame
4102,632594,Zr3.2Ti0.8Mn4Fe4,Laves(2H)#MgZn2
4103,652274,SmSi2,ThSi2
4104,103274,Er4SiNi7,Laves(cub)#MgCu2
