,Name,Importances
42,e1_CovalentRadius/e2_CovalentRadius,0.06814530299449247
41,(e1_CovalentRadius+e2_CovalentRadius)/e1_CovalentRadius,0.05888464292797398
40,(e2_NdValence+e2_NpUnfilled)/e2_NdValence,0.055070162405831326
39,max_ionic_char,0.02987121466690441
38,e1_Electronegativity/e2_Electronegativity,0.029696100607523
37,(e1_Electronegativity+e2_Electronegativity)/e1_Electronegativity,0.028133075925119665
36,e2_NpValence/e2_NdValence,0.027832466827571973
35,e1_NfUnfilled/e2_NUnfilled,0.027361368145962805
34,(e2_NValence+e2_NpUnfilled)/e2_NValence,0.0271642014013669
33,e1_NsUnfilled/e2_NUnfilled,0.02648875984292758
32,(e1_NfValence+e2_NUnfilled)/e1_NfValence,0.024465911533150825
31,(e1_NValence+e2_NdValence)/e1_NValence,0.024295375206528722
30,(e1_NsUnfilled+e2_NUnfilled)/e1_NsUnfilled,0.023711993240056562
29,(e1_NfUnfilled+e2_NpUnfilled)/e1_NfUnfilled,0.022838778681898698
28,(e2_NdValence+e2_NsUnfilled)/e2_NdValence,0.022593902230245645
27,(e1_NfUnfilled+e2_NUnfilled)/e1_NfUnfilled,0.022319862311930443
26,(e1_Column+e2_Column)/e1_Column,0.022211419518690927
25,(e2_NsValence+e2_NdValence)/e2_NsValence,0.021988281022996062
24,(e1_NsValence+e2_NdValence)/e1_NsValence,0.021886442597764802
23,e1_NsValence/e2_NdValence,0.021853654335541185
22,e1_NfValence/e2_NUnfilled,0.02067569747900133
21,(e2_NpValence+e2_NdValence)/e2_NpValence,0.01989489180719103
20,e1_Column/e2_Column,0.019529737952855737
19,e2_NdValence/e2_NsUnfilled,0.01942590843656189
18,e1_Row/e2_Column,0.01878754769520658
17,e1_NpValence/e2_NUnfilled,0.01832281847319711
16,(e1_NUnfilled+e2_NpUnfilled)/e1_NUnfilled,0.018054056176859595
15,e1_NsValence/e2_NUnfilled,0.017816121010546825
14,(e1_NsValence+e2_NpUnfilled)/e1_NsValence,0.017779603610972108
13,(e1_NpValence+e2_NUnfilled)/e1_NpValence,0.017709672168082613
12,(e1_Row+e2_Column)/e1_Row,0.017705618956084038
11,e1_MendeleevNumber/e2_MendeleevNumber,0.0175218677722276
10,(e1_AtomicWeight+e2_AtomicWeight)/e1_AtomicWeight,0.016886528107753547
9,(e1_NpValence+e2_NpUnfilled)/e1_NpValence,0.01685656324009146
8,e1_AtomicWeight/e2_AtomicWeight,0.016753175527624307
7,(e1_NpValence+e2_NdValence)/e1_NpValence,0.0167366479614646
6,(e1_NfValence+e2_NpUnfilled)/e1_NfValence,0.016566980595385868
5,e1_Column/e2_Row,0.016268045282160304
4,(e1_NsValence+e2_NUnfilled)/e1_NsValence,0.016242346652200302
3,e1_NsValence/e2_NpUnfilled,0.015760989635318294
2,(e1_Column+e2_Row)/e1_Column,0.014979947985591264
1,(e1_NValence+e2_NdUnfilled)/e1_NValence,0.012523119518535625
0,e1_Row/e2_Row,0.010389197530610027
