,Name,Importances
35,(e1_Column+e2_Row)/e1_Column,0.09805417598678688
34,e1_Column/e2_Row,0.09584136452231905
33,(e1_Column-e2_Row)/e1_Column,0.08902572074794882
32,(e2_NpValence-e2_NUnfilled)/e2_NpValence,0.07686248599470648
31,e2_NpValence/e2_NUnfilled,0.07304534522394539
30,(e2_NpValence+e2_NUnfilled)/e2_NpValence,0.07116837323650574
29,e1_NpUnfilled/e2_NdUnfilled,0.03332524729644114
28,e1_Row/e2_Column,0.026906465848922968
27,(e1_Row-e2_Column)/e1_Row,0.023889295697675162
26,(e1_NsValence+e2_NpValence)/e1_NsValence,0.02213794567451625
25,(e1_Row+e2_Column)/e1_Row,0.02101229695202988
24,(e1_MeltingT+e2_MeltingT)/e1_MeltingT,0.019479669154700355
23,e1_NsValence/e2_NpValence,0.019458775006868455
22,e1_MeltingT/e2_MeltingT,0.018801972479147677
21,(e1_MeltingT-e2_MeltingT)/e1_MeltingT,0.01877176972159491
20,e1_CovalentRadius/e2_CovalentRadius,0.01852668951458448
19,(e1_NsValence-e2_NpValence)/e1_NsValence,0.017400646615399827
18,(e1_CovalentRadius-e2_CovalentRadius)/e1_CovalentRadius,0.01663993090695986
17,(e1_CovalentRadius+e2_CovalentRadius)/e1_CovalentRadius,0.01627235827150098
16,(e1_Electronegativity+e2_Electronegativity)/e1_Electronegativity,0.016078092589572178
15,(e2_NValence+e2_NdUnfilled)/e2_NValence,0.01578314579670399
14,(e1_Electronegativity-e2_Electronegativity)/e1_Electronegativity,0.015214403622278005
13,e1_NsUnfilled/e2_NpValence,0.015124263855429263
12,e1_Electronegativity/e2_Electronegativity,0.014965475410975837
11,(e1_Column+e1_Row)/e1_Column,0.014601130044270444
10,(e1_NsUnfilled+e2_NdValence)/e1_NsUnfilled,0.013793210096308076
9,e1_Column/e1_Row,0.013720990713843325
8,(e2_NpValence+e2_NsUnfilled)/e2_NpValence,0.013553254825162925
7,(e1_NsUnfilled+e2_NpValence)/e1_NsUnfilled,0.013387200647592145
6,(e1_MendeleevNumber+e2_MendeleevNumber)/e1_MendeleevNumber,0.012872696660300716
5,(e1_Column-e1_Row)/e1_Column,0.011461045720369772
4,e1_MendeleevNumber/e2_MendeleevNumber,0.011303682495410439
3,(e1_MendeleevNumber-e2_MendeleevNumber)/e1_MendeleevNumber,0.011242017610195512
2,(e1_Column+e2_Column)/e1_Column,0.010634232013923429
1,e1_Column/e2_Column,0.009969245677436827
0,(e1_Column-e2_Column)/e1_Column,0.009675383367672886
