,Name,Importances
57,(e1_CovalentRadius+e2_CovalentRadius)/e1_CovalentRadius,0.057299336405123545
56,e1_CovalentRadius/e2_CovalentRadius,0.054728893891795104
55,(e2_NdValence+e2_NpUnfilled)/e2_NdValence,0.034276675454816066
54,(e1_NsValence+e2_NdValence)/e1_NsValence,0.0324125267597508
53,(e1_Electronegativity+e2_Electronegativity)/e1_Electronegativity,0.02852939661518219
52,e1_Electronegativity/e2_Electronegativity,0.028407440573887506
51,max_ionic_char,0.027125275195549498
50,e1_NfUnfilled/e2_NUnfilled,0.023846386254000505
49,(e2_NValence+e2_NpUnfilled)/e2_NValence,0.023106849040470064
48,(e1_NfUnfilled+e2_NUnfilled)/e1_NfUnfilled,0.0218407476539658
47,e1_NsValence/e2_NdValence,0.0209333251024043
46,(e1_NfUnfilled+e2_NpUnfilled)/e1_NfUnfilled,0.020323885045057173
45,e1_NfValence/e2_NUnfilled,0.020168664755528157
44,(e1_Row+e2_Column)/e1_Row,0.019731867922786812
43,(e1_NfValence+e2_NUnfilled)/e1_NfValence,0.018408810361751293
42,e1_Column/e2_Column,0.018198655034525012
41,e1_NpValence/e2_NUnfilled,0.017527110307715577
40,e1_Row/e2_Column,0.017119833708983657
39,e2_NpValence/e2_NdValence,0.01667305704508045
38,(e1_Column+e2_Column)/e1_Column,0.016218226352485585
37,e1_NsValence/e2_NUnfilled,0.016199678883985272
36,(e1_NpValence+e2_NdValence)/e1_NpValence,0.015284972350347184
35,(e2_NpValence+e2_NdValence)/e2_NpValence,0.015178679618064597
34,e1_AtomicWeight/e2_AtomicWeight,0.015117753033274662
33,(e1_NpValence+e2_NUnfilled)/e1_NpValence,0.014928691914213501
32,e2_NdValence/e2_NsUnfilled,0.014425871992801449
31,(e1_NsValence+e2_NUnfilled)/e1_NsValence,0.014379400141492762
30,(e1_AtomicWeight+e2_AtomicWeight)/e1_AtomicWeight,0.014322181191615496
29,(e2_NdValence+e2_NsUnfilled)/e2_NdValence,0.014309269624654997
28,(e1_NsValence+e2_NpUnfilled)/e1_NsValence,0.01419352363757018
27,e1_Row/e2_Row,0.014149594833405435
26,e1_NsValence/e2_NpUnfilled,0.013939756202970222
25,(e1_NpValence+e2_NpUnfilled)/e1_NpValence,0.013932878713133982
24,e1_MendeleevNumber/e2_MendeleevNumber,0.01383140806234314
23,(e1_NsUnfilled+e2_NUnfilled)/e1_NsUnfilled,0.013616715819493122
22,(e1_NfValence+e2_NpUnfilled)/e1_NfValence,0.013586250794437213
21,(e1_NUnfilled+e2_NpUnfilled)/e1_NUnfilled,0.013501734694056976
20,(e1_NValence+e2_NdUnfilled)/e1_NValence,0.012908048870366612
19,e1_NsUnfilled/e2_NUnfilled,0.012879394433650482
18,(e1_NValence+e2_NdValence)/e1_NValence,0.012747190788125575
17,(e1_Column+e2_Row)/e1_Column,0.012608105243766512
16,(e2_NsValence+e2_NdValence)/e2_NsValence,0.012475402517429308
15,e1_Column/e2_Row,0.012366327408741053
14,e1_NpValence/e2_NdValence,0.012237288630761416
13,e1_NUnfilled/e2_NUnfilled,0.012104057302885015
12,(e1_MendeleevNumber+e2_MendeleevNumber)/e1_MendeleevNumber,0.012071740291841954
11,(e1_NUnfilled+e2_NUnfilled)/e1_NUnfilled,0.012033369332479055
10,(e1_NsValence+e1_NValence)/e1_NsValence,0.011905078265999937
9,(e1_Row+e2_Row)/e1_Row,0.011877348726215247
8,(e1_MeltingT+e2_MeltingT)/e1_MeltingT,0.011465305344888961
7,e1_NsUnfilled/e2_NdValence,0.011123743946317242
6,e1_MeltingT/e2_MeltingT,0.010969930106133405
5,(e1_GSvolume_pa+e2_GSvolume_pa)/e1_GSvolume_pa,0.01091188491864605
4,e1_GSvolume_pa/e2_GSvolume_pa,0.010644194033087504
3,e1_NValence/e2_NdValence,0.010486071321971473
2,(e1_NsUnfilled+e2_NdValence)/e1_NsUnfilled,0.009204788297716177
1,(e2_NdValence+e2_NfUnfilled)/e2_NdValence,0.008715477146495842
0,(e1_NsUnfilled+e2_NpUnfilled)/e1_NsUnfilled,0.0064899280837619295
